IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS9_86,Population (in thousands) total,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,,,,,,,,,,,,,12231,,,,,,"12,231",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,,,,,,,,,,,,,12396,,,,,,"12,396",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,,,,,,,,,,,,,127540,,,,,,"127,540",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,,,,,,,,,,,,,127749,,,,,,"127,749",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,true,,,,,,,,,,,,,14318,,,,,,"14,318",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,,,,,,,,,,,,,14453,,,,,,"14,453",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2016,true,,,,,,,,,,,,,143965,,,,,,"143,965",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,,,,,,,,,,,,,15412,,,,,,"15,412",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,,,,,,,,,,,,,15762,,,,,,"15,762",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,,,,,,,,,,,,,16150,,,,,,"16,150",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,,,,,,,,,,,,,16385,,,,,,"16,385",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2016,true,,,,,,,,,,,,,16582,,,,,,"16,582",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,,,,,,,,,,,,,16591,,,,,,"16,591",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,true,,,,,,,,,,,,,16987,,,,,,"16,987",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,,,,,,,,,,,,,162952,,,,,,"162,952",,,EN,2018-03-14T15:00:00.000Z
WHS9_86,Population (in thousands) total,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,,,,,,,,,,,,,17,,,,,,17,,,EN,2018-03-14T15:00:00.000Z
